subject_id,timestamp_s,activity_id,heart_rate_bpm,hand_temp_c,hand_acc16_x_ms2,hand_acc16_y_ms2,hand_acc16_z_ms2,hand_acc6_x_ms2,hand_acc6_y_ms2,hand_acc6_z_ms2,hand_gyro_x_rads,hand_gyro_y_rads,hand_gyro_z_rads,hand_mag_x_ut,hand_mag_y_ut,hand_mag_z_ut,hand_orientation_w,hand_orientation_x,hand_orientation_y,hand_orientation_z,chest_temp_c,chest_acc16_x_ms2,chest_acc16_y_ms2,chest_acc16_z_ms2,chest_acc6_x_ms2,chest_acc6_y_ms2,chest_acc6_z_ms2,chest_gyro_x_rads,chest_gyro_y_rads,chest_gyro_z_rads,chest_mag_x_ut,chest_mag_y_ut,chest_mag_z_ut,chest_orientation_w,chest_orientation_x,chest_orientation_y,chest_orientation_z,ankle_temp_c,ankle_acc16_x_ms2,ankle_acc16_y_ms2,ankle_acc16_z_ms2,ankle_acc6_x_ms2,ankle_acc6_y_ms2,ankle_acc6_z_ms2,ankle_gyro_x_rads,ankle_gyro_y_rads,ankle_gyro_z_rads,ankle_mag_x_ut,ankle_mag_y_ut,ankle_mag_z_ut,ankle_orientation_w,ankle_orientation_x,ankle_orientation_y,ankle_orientation_z
108,3800.36,24,195.0,30.875,2.68581,-8.7565,-2.39182,2.69335,-9.03613,-2.45061,-0.0185751,0.143306,-0.0196109,14.516,43.416,-5.50646,0.610089,0.729924,0.304058,-0.050498,34.0625,-1.18598,9.63066,0.415438,-1.49931,9.60545,0.546122,0.0699216,-0.0183378,-0.0303413,4.59935,-41.0252,18.4459,0.544737,-0.41221,-0.526939,-0.505648,31.6875,9.67235,-0.383281,-2.50011,9.53093,-0.349069,-2.3718,-0.00270727,0.00766694,0.0225505,-44.8308,15.0892,1.23307,0.552786,0.367635,0.698836,0.26627
108,3800.37,24,195.0,30.875,2.82895,-8.94904,-2.58146,2.61875,-8.99024,-2.40533,-0.00865677,0.0700569,-0.0435715,13.8938,43.0774,-4.84698,0.610215,0.729847,0.304039,-0.0502154,34.0625,-1.08832,9.52238,1.15326,-1.45204,9.5595,0.953743,-0.0652619,-0.0648459,-0.0171572,4.32431,-41.4034,19.8561,0.544977,-0.412191,-0.526607,-0.50575,31.6875,9.51974,-0.305432,-2.61793,9.56104,-0.349044,-2.35682,-0.0279843,-0.00866679,0.00736377,-44.5882,15.4621,0.807996,0.552753,0.36771,0.698782,0.266378
108,3800.38,24,195.0,30.875,2.64401,-8.94657,-2.46878,2.67916,-9.00575,-2.37516,0.0181503,0.0910019,-0.0291757,13.9015,43.0764,-5.76562,0.610649,0.729456,0.304136,-0.0500332,34.0625,-1.10836,9.29206,0.495387,-1.37588,9.46842,1.20993,-0.0238528,-0.0812665,-0.0125266,4.06115,-40.8777,19.7103,0.54513,-0.41234,-0.526262,-0.505824,31.6875,9.55067,-0.493906,-2.80939,9.56127,-0.424595,-2.29604,0.019571,0.0377878,0.0260426,-44.0574,14.7936,1.37797,0.552933,0.367808,0.698624,0.266285
108,3800.39,24,195.0,30.875,2.64481,-8.83276,-2.46915,2.63433,-8.9903,-2.34495,-0.0184443,0.120151,-0.0103295,13.645,43.3386,-5.24176,0.610938,0.729307,0.303968,-0.0497026,34.0625,-1.38615,9.8925,0.0624724,-1.41019,9.24275,0.740994,0.0435308,-0.030089,-0.0211467,4.98324,-41.9431,19.4408,0.54527,-0.412522,-0.526367,-0.505415,31.6875,9.48002,-0.532685,-2.65551,9.5159,-0.394447,-2.37157,0.0387681,0.0010815,0.00290444,-43.8035,14.7805,1.23704,0.553008,0.367748,0.698655,0.266129
108,3800.4,24,195.0,30.875,2.51914,-9.0622,-2.77815,2.60393,-8.99011,-2.37512,-0.015024,0.0749226,0.0149943,14.0299,42.4494,-5.23714,0.61107,0.72928,0.30378,-0.049611,34.0625,-1.37158,9.7829,0.566465,-1.55914,9.54505,0.667208,0.155365,-0.101711,-0.0681322,4.85282,-41.6802,19.2974,0.545393,-0.413028,-0.526699,-0.504522,31.6875,9.43899,-0.379289,-2.81125,9.48591,-0.40956,-2.35623,0.0444673,0.0209866,-0.0150119,-43.9406,15.3027,1.37779,0.552972,0.367894,0.698686,0.26592
108,3800.41,24,195.0,30.875,2.53011,-9.02158,-2.47023,2.64801,-9.0509,-2.45053,-0.0103285,0.0956974,-0.0227113,14.1392,43.0646,-4.4537,0.611079,0.729428,0.303467,-0.0492434,34.0625,-1.40064,9.74744,0.875821,-1.58562,9.78611,1.01566,0.0637074,0.0480293,-0.0636895,4.84227,-41.2932,19.5771,0.545357,-0.412909,-0.527135,-0.504203,31.6875,9.48062,-0.41878,-2.65622,9.51585,-0.333966,-2.3869,-0.00888381,0.00279494,0.00358284,-43.948,15.4306,0.952117,0.552912,0.368047,0.698645,0.265942
108,3800.42,24,195.0,30.875,2.5687,-9.09741,-2.43091,2.66257,-9.08124,-2.48068,-0.0642926,0.0675691,-0.00761214,14.0214,43.0703,-5.24089,0.611031,0.729493,0.30344,-0.0490458,34.0625,-1.43503,9.8613,0.990991,-1.5993,9.80095,1.22736,-0.0266108,0.0606233,-0.0495441,4.84423,-41.4223,19.5779,0.545446,-0.412531,-0.527316,-0.504227,31.6875,9.73839,-0.381186,-2.80816,9.50107,-0.37927,-2.32613,0.0255408,-0.0123241,-0.00277026,-44.4293,14.4267,1.66075,0.552931,0.367997,0.69868,0.265879
108,3800.43,24,195.0,30.875,2.6006,-8.98556,-2.62324,2.67853,-9.06617,-2.39013,-0.0682809,0.101165,0.00010509,14.5178,43.0439,-5.11051,0.610959,0.729695,0.303158,-0.048677,34.0625,-1.33232,9.78304,0.605897,-1.584,9.78573,1.28767,0.00313187,0.0138136,-0.0436772,4.97035,-41.5562,19.8615,0.545629,-0.412373,-0.527418,-0.504051,31.6875,9.62643,-0.53267,-2.76978,9.5914,-0.33382,-2.28135,0.00858931,-0.0107605,0.0098036,-44.3133,14.6767,1.09354,0.553054,0.367852,0.698615,0.265995
108,3800.44,24,195.0,30.875,2.52503,-8.98498,-2.62438,2.64814,-9.02071,-2.4657,-0.0158288,0.0707696,0.0165209,14.3862,43.4234,-4.85008,0.610978,0.729803,0.302879,-0.048551,34.0625,-1.33366,9.70748,0.567397,-1.56987,9.75568,1.1666,-0.0347199,0.0434426,-0.0171954,4.20714,-41.3983,19.1503,0.545422,-0.412149,-0.527412,-0.504464,31.6875,9.48223,-0.533328,-2.57831,9.62094,-0.333962,-2.40259,0.0264429,0.0131528,0.0250419,-43.7985,14.9111,1.94607,0.552901,0.368328,0.698631,0.265612
108,3800.45,24,195.0,30.875,2.5261,-9.02258,-2.58575,2.60217,-9.08082,-2.49572,0.00767663,0.0700764,0.00677831,13.7722,42.9597,-4.97725,0.611176,0.729693,0.302752,-0.0485082,34.0625,-1.30386,9.59258,0.297264,-1.54234,9.66552,0.833695,0.033367,-0.0588864,-0.0523681,4.07403,-41.2646,19.2896,0.545321,-0.412302,-0.527415,-0.504446,31.6875,9.52064,-0.343722,-2.57909,9.57602,-0.273435,-2.37228,0.0237159,-0.0162951,-0.000449087,-44.4445,15.0708,1.51812,0.552787,0.368462,0.698692,0.265503
