subject_id,timestamp_s,activity_id,heart_rate_bpm,hand_temp_c,hand_acc16_x_ms2,hand_acc16_y_ms2,hand_acc16_z_ms2,hand_acc6_x_ms2,hand_acc6_y_ms2,hand_acc6_z_ms2,hand_gyro_x_rads,hand_gyro_y_rads,hand_gyro_z_rads,hand_mag_x_ut,hand_mag_y_ut,hand_mag_z_ut,hand_orientation_w,hand_orientation_x,hand_orientation_y,hand_orientation_z,chest_temp_c,chest_acc16_x_ms2,chest_acc16_y_ms2,chest_acc16_z_ms2,chest_acc6_x_ms2,chest_acc6_y_ms2,chest_acc6_z_ms2,chest_gyro_x_rads,chest_gyro_y_rads,chest_gyro_z_rads,chest_mag_x_ut,chest_mag_y_ut,chest_mag_z_ut,chest_orientation_w,chest_orientation_x,chest_orientation_y,chest_orientation_z,ankle_temp_c,ankle_acc16_x_ms2,ankle_acc16_y_ms2,ankle_acc16_z_ms2,ankle_acc6_x_ms2,ankle_acc6_y_ms2,ankle_acc6_z_ms2,ankle_gyro_x_rads,ankle_gyro_y_rads,ankle_gyro_z_rads,ankle_mag_x_ut,ankle_mag_y_ut,ankle_mag_z_ut,ankle_orientation_w,ankle_orientation_x,ankle_orientation_y,ankle_orientation_z
105,3676.2,24,179.0,33.8125,-8.99724,3.16907,1.35715,-8.83344,3.37439,1.6414,0.0186681,0.11643,0.0426778,34.7487,-29.1627,-33.3222,0.0507484,0.579836,-0.280039,-0.763409,36.375,1.26452,9.80497,-0.470036,1.1449,9.79672,-0.194687,-0.0400623,-0.0182678,0.0262222,15.7089,-41.7876,-14.1855,0.679845,-0.665122,0.24913,0.182639,34.0625,9.36081,0.0404459,-3.0076,9.56007,0.0136392,-2.61528,-0.0198238,0.00938942,-0.0223795,-45.4318,21.4394,5.19489,0.494937,0.45873,0.651214,0.347167
105,3676.21,24,179.0,33.8125,-9.03423,3.28318,1.35621,-8.8185,3.329,1.67168,-0.0104913,0.0490797,0.0150548,35.7437,-29.7116,-32.5335,0.0507388,0.579973,-0.280168,-0.763258,36.375,1.30005,9.69137,-0.546465,1.25008,9.76628,-0.180297,-0.0179497,-0.0103868,0.00697515,15.8147,-40.8894,-13.6259,0.679891,-0.665077,0.249187,0.182556,34.0625,9.54504,0.116161,-3.12195,9.51522,0.104435,-2.56993,0.012976,-0.0292932,-0.0336843,-45.5459,20.8014,5.19523,0.494722,0.45874,0.651366,0.347176
105,3676.22,24,179.0,33.8125,-8.95892,3.43402,1.31834,-8.86308,3.37466,1.70183,0.0619143,0.0559874,0.00703186,36.2383,-29.3659,-32.799,0.0509528,0.58016,-0.28025,-0.763071,36.375,1.40981,9.68998,-0.699356,1.25017,9.76626,-0.165185,-0.0290032,-0.00547925,0.00649458,16.3448,-41.4244,-14.0422,0.679984,-0.664998,0.249209,0.182467,34.0625,9.35822,-0.0348488,-3.08434,9.43975,0.164807,-2.66053,0.0257522,-0.0543202,-0.0504278,-45.4198,20.7946,5.05385,0.494457,0.458625,0.651672,0.34713
105,3676.23,24,179.0,33.8125,-9.02274,3.39968,1.66389,-8.86245,3.45016,1.70166,0.0941752,0.0427824,0.0229033,35.4871,-28.9535,-32.8,0.0511482,0.580289,-0.2804,-0.762905,36.375,1.5256,9.80284,-0.658904,1.28026,9.7813,-0.180436,-0.0259725,-0.00561852,0.0126424,16.3433,-41.9408,-13.4752,0.679948,-0.665126,0.249103,0.182282,34.0625,9.62248,0.190982,-3.04444,9.45482,0.119454,-2.64533,0.000576244,0.0056892,0.0020594,-45.5424,20.4137,4.77019,0.494595,0.458433,0.651635,0.347256
105,3676.24,24,179.0,33.8125,-8.95037,3.51191,1.54913,-8.84762,3.48021,1.64118,0.100733,0.0419912,-0.00962493,35.6204,-29.4572,-33.0597,0.0514561,0.580454,-0.280619,-0.762678,36.375,1.52789,9.80336,-0.581422,1.34007,9.78125,-0.241247,-0.028724,-0.0361011,0.0186123,15.9505,-40.8939,-14.0479,0.680055,-0.664912,0.249383,0.182281,34.0625,9.58556,0.0769919,-3.00552,9.53021,0.210294,-2.58548,-0.0259111,0.00193225,0.0169215,-45.2963,20.9168,4.91231,0.494522,0.458562,0.651526,0.347395
105,3676.25,24,179.0,33.8125,-9.02515,3.62631,1.54763,-8.87701,3.51068,1.70155,0.100537,0.0767232,-0.023547,35.7403,-29.2153,-32.9302,0.0517681,0.58077,-0.280702,-0.762386,36.375,1.49216,9.84165,-0.504752,1.34045,9.82651,-0.226006,-0.0397746,-0.00632886,0.00679877,15.8318,-41.4053,-14.1868,0.680261,-0.664647,0.249548,0.182251,34.0625,9.43798,-0.150835,-2.88985,9.57537,0.104466,-2.55511,-0.00707325,0.0306051,0.0251173,-45.4318,21.4394,5.19489,0.494463,0.45885,0.651336,0.347454
105,3676.26,24,179.0,33.8125,-9.02461,3.51283,1.58651,-8.90664,3.5713,1.70144,0.060551,0.0523116,-0.00396738,35.495,-29.6983,-32.533,0.0519182,0.580928,-0.281029,-0.762135,36.375,1.3721,9.84071,-0.700529,1.3553,9.79629,-0.226183,-0.0420137,-0.00326727,-0.0188146,16.0786,-41.1569,-13.7635,0.680342,-0.664608,0.249453,0.182219,34.0625,9.43727,-0.0745765,-2.92892,9.60494,-0.00153166,-2.66088,-0.0311741,0.00302291,-0.0461012,-45.4248,21.182,5.33704,0.494139,0.459019,0.651376,0.347616
105,3676.27,24,179.0,33.8125,-9.06614,3.55005,1.4703,-8.80153,3.52524,1.70144,0.0407006,0.0411657,-0.00124405,35.6166,-29.5807,-32.4028,0.0520204,0.581046,-0.281236,-0.761962,36.375,1.48614,9.72739,-0.698094,1.33979,9.7662,-0.271515,-0.0434894,0.0423535,-0.00659952,15.9544,-41.152,-14.0464,0.680549,-0.664477,0.249356,0.182058,34.0625,9.43696,0.0776191,-2.96846,9.54474,0.043793,-2.69097,0.033138,-0.040308,-0.0101023,-45.0393,20.9044,5.05506,0.493993,0.459053,0.651563,0.347428
105,3676.28,24,179.0,33.8125,-9.06614,3.55005,1.4703,-8.81735,3.52527,1.61085,0.0643075,0.0344027,-0.0487831,35.4811,-29.0767,-31.8806,0.052359,0.581229,-0.281313,-0.76177,36.375,1.33264,9.76526,-0.739719,1.30999,9.79643,-0.256134,-0.051413,0.0239929,0.00635066,15.7062,-41.9168,-13.9028,0.680767,-0.664296,0.249339,0.181928,34.0625,9.39883,0.154115,-3.00792,9.54491,0.179955,-2.66114,0.00304684,-0.0236283,0.00415417,-45.5584,21.3165,5.05275,0.49384,0.459166,0.651615,0.347399
105,3676.29,24,179.0,33.8125,-9.06507,3.51245,1.50893,-8.8618,3.6162,1.61069,0.0237964,0.0442999,-0.0281028,35.7403,-29.2153,-32.9302,0.0524157,0.581474,-0.281064,-0.761672,36.375,1.41583,9.80423,-0.506013,1.27981,9.78141,-0.255996,-0.0696216,0.0551646,-0.0305672,16.4638,-40.7839,-14.045,0.680989,-0.664235,0.248983,0.181807,34.0625,9.50721,0.0404612,-3.12187,9.52995,0.17997,-2.64593,-0.0159439,0.0224522,-0.00491652,-45.5565,21.4464,5.47811,0.493616,0.459437,0.651539,0.347504
105,3676.3,24,179.0,33.8125,-9.02568,3.55043,1.54788,-8.84598,3.63126,1.68615,-0.00740095,0.0369039,-0.00368105,35.6143,-29.3324,-32.5355,0.0523221,0.581619,-0.280945,-0.761612,36.375,1.22715,9.65473,-0.431504,1.19021,9.81169,-0.179804,-0.00371176,0.0259446,-0.00260826,15.6912,-40.6263,-14.1922,0.681116,-0.664094,0.249064,0.181735,34.0625,9.54614,0.11584,-3.08335,9.56003,0.10437,-2.63071,-0.00541715,0.00433244,0.00675733,-45.6713,20.5493,4.91142,0.493734,0.45931,0.651464,0.347642
105,3676.31,24,179.0,33.8125,-9.01632,3.55278,1.81742,-8.84547,3.63131,1.74655,-0.0526656,0.0973521,-0.0265532,36.2406,-29.6141,-32.6663,0.0521174,0.582017,-0.280629,-0.761438,36.375,1.3397,9.84212,-0.507516,1.19157,9.8416,0.0167382,-0.0135352,0.0209424,0.0000253206,16.353,-41.8114,-14.1809,0.681215,-0.664084,0.248942,0.181564,34.0625,9.58057,-0.035629,-3.15923,9.59006,0.0287521,-2.63062,0.0382989,-0.0410252,0.0143244,-45.3084,21.5616,5.05335,0.493606,0.459486,0.651567,0.347399
105,3676.32,24,179.0,33.8125,-9.1026,3.55068,1.50824,-8.90639,3.6015,1.70138,-0.0519437,0.0636274,-0.036824,35.9874,-29.3523,-32.5361,0.0520149,0.582316,-0.280247,-0.761357,36.375,1.06564,9.69079,-0.744315,1.19107,9.94753,-0.179415,-0.0120552,-0.00696569,0.00151835,15.6914,-41.4008,-13.4828,0.681169,-0.664154,0.248922,0.181509,34.0625,9.42787,-0.185912,-3.23705,9.58997,-0.0468912,-2.64551,-0.00310485,-0.00163778,-0.0106228,-44.9244,21.2837,4.62953,0.49364,0.459396,0.651575,0.347455
105,3676.33,24,179.0,33.8125,-8.98709,3.66396,1.54807,-8.9202,3.63192,1.82213,-0.0854479,0.0806011,-0.0367137,36.2327,-28.8693,-32.9333,0.0517889,0.582709,-0.279406,-0.761381,36.375,1.17302,9.65123,-0.974566,1.11301,9.7821,-0.481676,-0.00744237,0.0400406,-0.0442305,16.2387,-42.4517,-14.4601,0.681155,-0.664187,0.248816,0.181588,34.0625,9.51001,0.153725,-3.04536,9.51469,-0.0015884,-2.69067,0.0000533755,-0.0105456,0.00190577,-45.3107,21.3021,4.34448,0.4938,0.459153,0.651616,0.347472
105,3676.34,24,179.0,33.8125,-8.97559,3.5911,1.89488,-8.90411,3.72245,1.85212,-0.103061,0.077003,-0.0646346,35.4911,-29.3259,-32.6665,0.0515822,0.583066,-0.278863,-0.76132,36.375,1.44897,9.65246,-0.659803,1.12767,9.73681,-0.497009,-0.0448219,0.0597948,-0.0161716,16.3589,-42.1985,-14.1787,0.681244,-0.664194,0.248614,0.181506,34.0625,9.39643,0.116788,-3.08489,9.48479,0.074067,-2.66048,0.0161826,0.0415748,-0.00859133,-45.5514,20.5412,4.20269,0.494288,0.458557,0.651529,0.347728
105,3676.35,24,179.0,33.8125,-8.8362,3.62485,1.55046,-8.8142,3.61612,1.89756,-0.0960515,0.0779014,-0.00685778,35.6083,-29.2077,-32.0113,0.0512362,0.583307,-0.27864,-0.761241,36.375,1.41876,9.61674,-0.389188,1.27878,9.67584,-0.316747,-0.0318464,-0.00228905,0.0100144,16.2245,-41.6775,-14.3236,0.68135,-0.664046,0.248753,0.181459,34.0625,9.47549,0.0770608,-2.92947,9.43974,0.149682,-2.66048,0.0118298,0.0110025,0.00450206,-45.0291,20.6477,5.48089,0.494126,0.458771,0.651554,0.347629
105,3676.36,24,179.0,33.8125,-8.95037,3.70127,1.51001,-8.83041,3.60103,1.7768,-0.0855405,0.0616251,-0.0573818,36.1067,-28.7385,-32.9338,0.0510861,0.583656,-0.277795,-0.761292,36.375,1.04085,9.5434,-0.279633,1.22117,9.76607,0.0163401,-0.02084,0.0235411,-0.006492,16.0746,-40.8988,-13.765,0.681444,-0.664075,0.248553,0.181276,34.0625,9.50942,0.0398187,-3.04466,9.49995,0.134607,-2.63049,-0.0297413,0.0447614,-0.015772,-45.6709,20.6788,5.19493,0.494114,0.458758,0.651428,0.3479
105,3676.37,24,179.0,33.8125,-8.97933,3.62803,1.77923,-8.7995,3.67633,1.79171,-0.111104,0.0833003,-0.0436464,35.606,-28.9594,-32.1441,0.0507497,0.584012,-0.277329,-0.761212,36.375,1.21636,9.46413,-0.779568,1.05373,9.52506,-0.0589122,-0.0549972,-0.00439469,-0.00697659,16.3365,-41.0373,-13.9034,0.681567,-0.664,0.248407,0.181287,34.0625,9.618,-0.0358661,-3.15885,9.48515,0.0288035,-2.56953,-0.00266551,0.00997696,0.0115439,-45.2869,20.4009,4.77111,0.49428,0.458641,0.651324,0.348013
105,3676.38,24,179.0,33.8125,-8.98254,3.55148,1.70247,-8.78406,3.63099,1.8824,-0.137415,0.0537398,-0.0374239,36.1157,-29.4835,-32.7981,0.0504028,0.584223,-0.276806,-0.761263,36.375,1.48003,9.57548,-0.891316,1.12785,9.49492,-0.210573,-0.00791075,-0.0170726,0.013215,15.9676,-41.4098,-14.6089,0.681676,-0.66375,0.248731,0.181349,34.0625,9.62079,0.0773972,-3.08234,9.51482,0.0286986,-2.66049,-0.0131532,-0.0217127,-0.0210781,-45.8053,20.5543,4.34361,0.494438,0.458248,0.651371,0.348216
105,3676.39,24,179.0,33.8125,-8.73139,3.54608,1.32137,-8.70946,3.63037,1.79172,-0.140949,0.0662549,-0.0362305,35.8625,-29.2217,-32.6679,0.0499821,0.584504,-0.276253,-0.761276,36.375,1.40877,9.72737,-0.738217,1.30823,9.66081,-0.407644,0.0513095,-0.00629837,0.0135564,15.8221,-41.5346,-13.4811,0.681365,-0.664075,0.248856,0.181154,34.0625,9.35892,-0.111107,-3.04527,9.45452,-0.0469949,-2.70534,-0.00518728,0.0145094,-0.0262316,-45.4233,21.1823,5.47888,0.494171,0.458496,0.651422,0.348175
105,3676.4,24,179.0,33.8125,-9.0632,3.3993,1.58631,-8.77051,3.52511,1.80711,-0.152137,0.102862,-0.00594891,35.7365,-29.3388,-32.2733,0.0494545,0.584847,-0.27595,-0.761157,36.375,1.37533,9.76618,-0.584065,1.37045,9.85669,-0.271437,0.0765429,0.0183391,-0.0205664,15.8275,-41.2763,-14.0466,0.681148,-0.664319,0.248926,0.180978,34.0625,9.50942,0.0398187,-3.04466,9.43982,-0.0469054,-2.62958,0.0195983,0.0147157,-0.00174458,-45.4225,20.9235,5.05369,0.494212,0.458498,0.651423,0.348111
